duplicate_group_id,record_id,kept_record_id,database_scope,doi_normalized,title_normalized
D03397,2026-07-09T184559Z_780688a_R005106,2026-07-09T184559Z_780688a_R005106,Springer,10.1007/s11009-022-09968-9,stochastic simulation algorithms for solving transient anisotropic diffusion recombination equations and application to cathodoluminescence imaging
D03398,2026-07-09T184559Z_780688a_R005107,2026-07-09T184559Z_780688a_R005107,Springer,10.1007/s10559-025-00781-z,stochastic evolution under markov modulated poisson perturbation in the diffusion approximation scheme
D03399,2026-07-09T184559Z_780688a_R005108,2026-07-09T184559Z_780688a_R005108,Springer,10.1007/s11424-024-3163-7,maximum principle for stochastic control system with elephant memory and jump diffusion
D03400,2026-07-09T184559Z_780688a_R005109,2026-07-09T184559Z_780688a_R005109,Springer,10.1007/s11587-024-00890-5,analytical solution of the dupire like equation in calibration to the generalized stochastic volatility jump diffusion model for option pricing
D03401,2026-07-09T184559Z_780688a_R005110,2026-07-09T184559Z_780688a_R005110,Springer,10.1007/s12633-021-01388-7,design and self consistent schrodinger poisson model simulation of ultra thin si channel nanowire fet
D03401,2026-07-09T184559Z_780688a_R007224,2026-07-09T184559Z_780688a_R005110,Springer,10.1007/s12633-021-01388-7,design and self consistent schrodinger poisson model simulation of ultra thin si channel nanowire fet
D03402,2026-07-09T184559Z_780688a_R005111,2026-07-09T184559Z_780688a_R005111,Springer,10.1007/s41808-026-00441-z,stochastic homogenization of nonlocal reaction diffusion systems of gradient flow type
D03403,2026-07-09T184559Z_780688a_R005112,2026-07-09T184559Z_780688a_R005112,Springer,10.1007/s00033-025-02655-y,stability in the fractional order for space time stochastic fractional reaction diffusion equations with colored noise
D03404,2026-07-09T184559Z_780688a_R005113,2026-07-09T184559Z_780688a_R005113,Springer,10.1007/s00894-024-06143-4,approximate resolutions of the schrodinger theory applying the wkb approximation for certain diatomic molecular interactions
D03404,2026-07-09T184559Z_780688a_R007226,2026-07-09T184559Z_780688a_R005113,Springer,10.1007/s00894-024-06143-4,approximate resolutions of the schrodinger theory applying the wkb approximation for certain diatomic molecular interactions
D03405,2026-07-09T184559Z_780688a_R005114,2026-07-09T184559Z_780688a_R005114,Springer,10.1007/s12190-025-02566-1,finite time stability for stochastic delayed reaction diffusion systems with levy noise and markov switching
D03406,2026-07-09T184559Z_780688a_R005115,2026-07-09T184559Z_780688a_R005115,Springer,10.1007/s11071-024-10085-0,novel solitary wave solutions for stochastic nonlinear reactiondiffusion equation with multiplicative noise
D03407,2026-07-09T184559Z_780688a_R005116,2026-07-09T184559Z_780688a_R005116,Springer,10.1007/s10959-024-01345-1,large deviation principle for stochastic reactiondiffusion equations with superlinear drift on mathbb r driven by spacetime white noise
D03408,2026-07-09T184559Z_780688a_R005117,2026-07-09T184559Z_780688a_R005117,Springer,10.1007/s40072-025-00379-8,on a finite volume approximation of a diffusion convection equation with a multiplicative stochastic force
D03409,2026-07-09T184559Z_780688a_R005118,2026-07-09T184559Z_780688a_R005118,Springer,10.1007/978-3-032-12749-5_1,parameter estimation for partially observed second order diffusion processes
D03410,2026-07-09T184559Z_780688a_R005119,2026-07-09T184559Z_780688a_R005119,Springer,10.1007/s11082-022-03613-y,optical solitons of 3 1 dimensional and coupled nonlinear schrodinger equations
D03410,2026-07-09T184559Z_780688a_R007161,2026-07-09T184559Z_780688a_R005119,Springer,10.1007/s11082-022-03613-y,optical solitons of 3 1 dimensional and coupled nonlinear schrodinger equations
D03411,2026-07-09T184559Z_780688a_R005120,2026-07-09T184559Z_780688a_R005120,Springer,10.1007/s12648-023-02698-9,using hermite neural networks to solve the time independent schrodinger equation
D03411,2026-07-09T184559Z_780688a_R007234,2026-07-09T184559Z_780688a_R005120,Springer,10.1007/s12648-023-02698-9,using hermite neural networks to solve the time independent schrodinger equation
D03412,2026-07-09T184559Z_780688a_R005121,2026-07-09T184559Z_780688a_R005121,Springer,10.1007/s12596-026-03187-y,exact bright and dark soliton solutions of integrable nonlocal coupled nonlinear schrodinger equations using gauge transformation
D03412,2026-07-09T184559Z_780688a_R007235,2026-07-09T184559Z_780688a_R005121,Springer,10.1007/s12596-026-03187-y,exact bright and dark soliton solutions of integrable nonlocal coupled nonlinear schrodinger equations using gauge transformation
D03413,2026-07-09T184559Z_780688a_R005122,2026-07-09T184559Z_780688a_R005122,Springer,10.1007/s00009-022-02082-7,higher order parabolic schrodinger operators on lebesgue spaces
D03413,2026-07-09T184559Z_780688a_R007236,2026-07-09T184559Z_780688a_R005122,Springer,10.1007/s00009-022-02082-7,higher order parabolic schrodinger operators on lebesgue spaces
D03414,2026-07-09T184559Z_780688a_R005123,2026-07-09T184559Z_780688a_R005123,Springer,10.1007/s10910-021-01289-5,a new approach to solve the schrodinger equation with an anharmonic sextic potential
D03414,2026-07-09T184559Z_780688a_R007237,2026-07-09T184559Z_780688a_R005123,Springer,10.1007/s10910-021-01289-5,a new approach to solve the schrodinger equation with an anharmonic sextic potential
D03415,2026-07-09T184559Z_780688a_R005124,2026-07-09T184559Z_780688a_R005124,Springer,10.1007/s10910-021-01269-9,solving the schrodinger equation of an electron in a periodic crystal potential through elliptic functions
D03415,2026-07-09T184559Z_780688a_R007239,2026-07-09T184559Z_780688a_R005124,Springer,10.1007/s10910-021-01269-9,solving the schrodinger equation of an electron in a periodic crystal potential through elliptic functions
D03416,2026-07-09T184559Z_780688a_R005125,2026-07-09T184559Z_780688a_R005125,Springer,10.1007/s13324-025-01156-5,inverse scattering problems for discontinuous schrodinger operators with spectral parameter dependent on boundary condition
D03416,2026-07-09T184559Z_780688a_R007240,2026-07-09T184559Z_780688a_R005125,Springer,10.1007/s13324-025-01156-5,inverse scattering problems for discontinuous schrodinger operators with spectral parameter dependent on boundary condition
D03417,2026-07-09T184559Z_780688a_R005126,2026-07-09T184559Z_780688a_R005126,Springer,10.1007/s40096-021-00417-1,electronic spectrum of linear schrodinger equations by sinc galerkin and sinc collocation methods
D03417,2026-07-09T184559Z_780688a_R007241,2026-07-09T184559Z_780688a_R005126,Springer,10.1007/s40096-021-00417-1,electronic spectrum of linear schrodinger equations by sinc galerkin and sinc collocation methods
D03418,2026-07-09T184559Z_780688a_R005127,2026-07-09T184559Z_780688a_R005127,Springer,10.1007/s40072-026-00426-y,enhanced dissipation and lyapunov exponents for stochastic transport diffusion equations with small molecular diffusivity and small noise intensity
D03419,2026-07-09T184559Z_780688a_R005128,2026-07-09T184559Z_780688a_R005128,Springer,10.1007/s11082-023-06021-y,optical quantum model for binormal schrodinger system for light diffuse with q hatm
D03419,2026-07-09T184559Z_780688a_R007157,2026-07-09T184559Z_780688a_R005128,Springer,10.1007/s11082-023-06021-y,optical quantum model for binormal schrodinger system for light diffuse with q hatm
D03420,2026-07-09T184559Z_780688a_R005129,2026-07-09T184559Z_780688a_R005129,Springer,10.1007/s00477-025-02940-2,lwdf a lightweight diffusion model for sea surface temperature prediction
D03421,2026-07-09T184559Z_780688a_R005130,2026-07-09T184559Z_780688a_R005130,Springer,10.1007/s10494-020-00235-w,validation of an eulerian stochastic fields solver coupled with reactiondiffusion manifolds on les of methane air non premixed flames
D03422,2026-07-09T184559Z_780688a_R005131,2026-07-09T184559Z_780688a_R005131,Springer,10.1007/s40995-020-01036-6,finite difference and spline approximation for solving fractional stochastic advection diffusion equation
D03423,2026-07-09T184559Z_780688a_R005132,2026-07-09T184559Z_780688a_R005132,Springer,10.1007/s00440-020-01010-8,almost sure enhanced dissipation and uniform in diffusivity exponential mixing for advectiondiffusion by stochastic navierstokes
D03424,2026-07-09T184559Z_780688a_R005133,2026-07-09T184559Z_780688a_R005133,Springer,10.1007/s11063-023-11369-z,event triggered controller on practically exponential input to state stabilization of stochastic reactiondiffusion cohengrossberg neural networks and its application to image encryption
D03425,2026-07-09T184559Z_780688a_R005134,2026-07-09T184559Z_780688a_R005134,Springer,10.1007/s42519-023-00343-6,stochastic simulation of continuous time random walks minimizing error in time dependent rate coefficients for diffusion limited reactions
D03426,2026-07-09T184559Z_780688a_R005135,2026-07-09T184559Z_780688a_R005135,Springer,10.1007/s40995-023-01523-6,interference phenomenon in the wavepacket triangular prism collision in fractional schrodinger equation
D03426,2026-07-09T184559Z_780688a_R007243,2026-07-09T184559Z_780688a_R005135,Springer,10.1007/s40995-023-01523-6,interference phenomenon in the wavepacket triangular prism collision in fractional schrodinger equation
D03427,2026-07-09T184559Z_780688a_R005136,2026-07-09T184559Z_780688a_R005136,Springer,10.1007/s43037-024-00343-z,random numerical stability of attractors for nonlinear schrodinger equations on infinite lattices
D03427,2026-07-09T184559Z_780688a_R007246,2026-07-09T184559Z_780688a_R005136,Springer,10.1007/s43037-024-00343-z,random numerical stability of attractors for nonlinear schrodinger equations on infinite lattices
D03428,2026-07-09T184559Z_780688a_R005137,2026-07-09T184559Z_780688a_R005137,Springer,10.1007/s00477-025-03050-9,simulating flood situations in urban hydrology using a diffusion model in complex networks
D03429,2026-07-09T184559Z_780688a_R005138,2026-07-09T184559Z_780688a_R005138,Springer,10.1007/978-3-030-98519-6_19,correction to stochastic analysis filtering and stochastic optimization
D03430,2026-07-09T184559Z_780688a_R005139,2026-07-09T184559Z_780688a_R005139,Springer,10.1007/978-981-96-3098-1_1,global martingale solutions to a segregation cross diffusion system with stochastic forcing
D03431,2026-07-09T184559Z_780688a_R005140,2026-07-09T184559Z_780688a_R005140,Springer,10.1007/978-3-031-72667-5_4,learning differentially private diffusion models via stochastic adversarial distillation
D03432,2026-07-09T184559Z_780688a_R005141,2026-07-09T184559Z_780688a_R005141,Springer,10.1007/s13324-026-01218-2,ground state solution for a critical schrodinger equation involving the fractional p laplacian operator and potential term
D03432,2026-07-09T184559Z_780688a_R007250,2026-07-09T184559Z_780688a_R005141,Springer,10.1007/s13324-026-01218-2,ground state solution for a critical schrodinger equation involving the fractional p laplacian operator and potential term
D03433,2026-07-09T184559Z_780688a_R005142,2026-07-09T184559Z_780688a_R005142,Springer,10.1007/978-3-031-73036-8_2,comusion towards consistent stochastic human motion prediction via motion diffusion
D03434,2026-07-09T184559Z_780688a_R005143,2026-07-09T184559Z_780688a_R005143,Springer,10.1007/s11082-022-04149-x,families of optical soliton solutions for the nonlinear hirota schrodinger equation
D03434,2026-07-09T184559Z_780688a_R007163,2026-07-09T184559Z_780688a_R005143,Springer,10.1007/s11082-022-04149-x,families of optical soliton solutions for the nonlinear hirota schrodinger equation
D03435,2026-07-09T184559Z_780688a_R005144,2026-07-09T184559Z_780688a_R005144,Springer,10.1007/s10773-020-04616-9,quantum harmonic oscillator and schrodinger paradox based nonlinear confusion component
D03435,2026-07-09T184559Z_780688a_R007164,2026-07-09T184559Z_780688a_R005144,Springer,10.1007/s10773-020-04616-9,quantum harmonic oscillator and schrodinger paradox based nonlinear confusion component
D03436,2026-07-09T184559Z_780688a_R005145,2026-07-09T184559Z_780688a_R005145,Springer,10.1007/s13160-026-00798-7,stochastic analysis of epidemiological model designed for insurance reserve when reserve is a diffusion process an optimal control approach with some fundamental ratios
D03437,2026-07-09T184559Z_780688a_R005146,2026-07-09T184559Z_780688a_R005146,Springer,10.1007/s11071-021-06284-8,dynamics of optical solitons and nonautonomous complex wave solutions to the nonlinear schrodinger equation with variable coefficients
D03437,2026-07-09T184559Z_780688a_R007255,2026-07-09T184559Z_780688a_R005146,Springer,10.1007/s11071-021-06284-8,dynamics of optical solitons and nonautonomous complex wave solutions to the nonlinear schrodinger equation with variable coefficients
D03438,2026-07-09T184559Z_780688a_R005147,2026-07-09T184559Z_780688a_R005147,Springer,10.1007/s40306-023-00503-7,continuity of the solution to a stochastic time fractional diffusion equations in the spatial domain with locally lipschitz sources
D03439,2026-07-09T184559Z_780688a_R005148,2026-07-09T184559Z_780688a_R005148,Springer,10.1007/s11082-022-04008-9,correction to optical solitons of 3 1 dimensional and coupled nonlinear schrodinger equations
D03439,2026-07-09T184559Z_780688a_R007165,2026-07-09T184559Z_780688a_R005148,Springer,10.1007/s11082-022-04008-9,correction to optical solitons of 3 1 dimensional and coupled nonlinear schrodinger equations
D03440,2026-07-09T184559Z_780688a_R005149,2026-07-09T184559Z_780688a_R005149,Springer,10.1007/978-981-16-1754-6_2,stochastic optimal transportation problem
D03441,2026-07-09T184559Z_780688a_R005150,2026-07-09T184559Z_780688a_R005150,Springer,10.1007/s10559-023-00562-6,mean square stability and instability criteria for the gikhmanito stochastic diffusion functional differential systems subject to external disturbances of the type of random variables
D03442,2026-07-09T184559Z_780688a_R005151,2026-07-09T184559Z_780688a_R005151,Springer,10.1007/978-981-97-0487-3_17,particle diffusion process with artificial control diffusion metamaterials
D03442,2026-07-09T184559Z_780688a_R007260,2026-07-09T184559Z_780688a_R005151,Springer,10.1007/978-981-97-0487-3_17,particle diffusion process with artificial control diffusion metamaterials
D03443,2026-07-09T184559Z_780688a_R005152,2026-07-09T184559Z_780688a_R005152,Springer,10.1007/s11042-023-16775-y,dynamics of quantum mechanical schrodinger wave function and chaos for biomedical image encryption scheme
D03443,2026-07-09T184559Z_780688a_R007167,2026-07-09T184559Z_780688a_R005152,Springer,10.1007/s11042-023-16775-y,dynamics of quantum mechanical schrodinger wave function and chaos for biomedical image encryption scheme
D03444,2026-07-09T184559Z_780688a_R005153,2026-07-09T184559Z_780688a_R005153,Springer,10.1007/s41808-024-00271-x,ground state solution for a critical schrodinger equation involving the p laplacian operator and potential term
D03444,2026-07-09T184559Z_780688a_R007262,2026-07-09T184559Z_780688a_R005153,Springer,10.1007/s41808-024-00271-x,ground state solution for a critical schrodinger equation involving the p laplacian operator and potential term
D03445,2026-07-09T184559Z_780688a_R005154,2026-07-09T184559Z_780688a_R005154,Springer,10.1007/978-981-99-0935-3_2,stochastic volatility model
D03446,2026-07-09T184559Z_780688a_R005155,2026-07-09T184559Z_780688a_R005155,Springer,10.1007/978-3-030-69784-6_3,an asymptotic preserving scheme for a stochastic linear kinetic equation in the diffusion regime
D03447,2026-07-09T184559Z_780688a_R005161,2026-07-09T184559Z_780688a_R005161,Springer,10.1007/s00530-024-01651-y,generative adversarial defense via conditional diffusion model
D03447,2026-07-09T184559Z_780688a_R005530,2026-07-09T184559Z_780688a_R005161,Springer,10.1007/s00530-024-01651-y,generative adversarial defense via conditional diffusion model
D03448,2026-07-09T184559Z_780688a_R005167,2026-07-09T184559Z_780688a_R005167,Springer,10.1007/978-3-032-05472-2_30,controllable surface diffusion generative model for neurodevelopmental trajectories
D03448,2026-07-09T184559Z_780688a_R005388,2026-07-09T184559Z_780688a_R005167,Springer,10.1007/978-3-032-05472-2_30,controllable surface diffusion generative model for neurodevelopmental trajectories
D03449,2026-07-09T184559Z_780688a_R005168,2026-07-09T184559Z_780688a_R005168,Springer,10.1007/s42484-024-00220-w,an evolutionary quantum generative adversarial network
D03449,2026-07-09T184559Z_780688a_R005412,2026-07-09T184559Z_780688a_R005168,Springer,10.1007/s42484-024-00220-w,an evolutionary quantum generative adversarial network
D03450,2026-07-09T184559Z_780688a_R005169,2026-07-09T184559Z_780688a_R005169,Springer,10.1007/s42484-022-00083-z,a quantum generative adversarial network for distributions
D03450,2026-07-09T184559Z_780688a_R005415,2026-07-09T184559Z_780688a_R005169,Springer,10.1007/s42484-022-00083-z,a quantum generative adversarial network for distributions
D03451,2026-07-09T184559Z_780688a_R005170,2026-07-09T184559Z_780688a_R005170,Springer,10.1007/s11128-025-05044-6,quantum generative adversarial networks architectures use cases and real world implementations
D03451,2026-07-09T184559Z_780688a_R005418,2026-07-09T184559Z_780688a_R005170,Springer,10.1007/s11128-025-05044-6,quantum generative adversarial networks architectures use cases and real world implementations
D03452,2026-07-09T184559Z_780688a_R005171,2026-07-09T184559Z_780688a_R005171,Springer,10.1007/s40515-026-00874-y,generative diffusion model based synthetic geotechnical data generation for reliability analysis of ultimate bearing capacity of shallow foundations
D03453,2026-07-09T184559Z_780688a_R005172,2026-07-09T184559Z_780688a_R005172,Springer,10.1007/978-981-96-9404-4_1,generative model
D03454,2026-07-09T184559Z_780688a_R005173,2026-07-09T184559Z_780688a_R005173,Springer,10.1007/978-1-4842-9994-4_1,introduction to generative ai
D03454,2026-07-09T184559Z_780688a_R005362,2026-07-09T184559Z_780688a_R005173,Springer,10.1007/978-1-4842-9994-4_1,introduction to generative ai
D03455,2026-07-09T184559Z_780688a_R005174,2026-07-09T184559Z_780688a_R005174,Springer,10.1007/978-3-031-72744-3_16,augmenting prostate mri dataset with synthetic volumetric images from zone conditioned diffusion generative model
D03455,2026-07-09T184559Z_780688a_R005402,2026-07-09T184559Z_780688a_R005174,Springer,10.1007/978-3-031-72744-3_16,augmenting prostate mri dataset with synthetic volumetric images from zone conditioned diffusion generative model
D03456,2026-07-09T184559Z_780688a_R005176,2026-07-09T184559Z_780688a_R005176,Springer,10.1007/978-981-95-6199-5_36,stable diffusion architectural model analysis based on generative adversarial network gan algorithm
D03457,2026-07-09T184559Z_780688a_R005177,2026-07-09T184559Z_780688a_R005177,Springer,10.1007/s42484-025-00316-x,quanflex gan a flexible algorithm for image generation via quantum generative modeling
D03457,2026-07-09T184559Z_780688a_R005433,2026-07-09T184559Z_780688a_R005177,Springer,10.1007/s42484-025-00316-x,quanflex gan a flexible algorithm for image generation via quantum generative modeling
D03458,2026-07-09T184559Z_780688a_R005178,2026-07-09T184559Z_780688a_R005178,Springer,10.1007/s42484-021-00040-2,robust implementation of generative modeling with parametrized quantum circuits
D03458,2026-07-09T184559Z_780688a_R005447,2026-07-09T184559Z_780688a_R005178,Springer,10.1007/s42484-021-00040-2,robust implementation of generative modeling with parametrized quantum circuits
D03459,2026-07-09T184559Z_780688a_R005179,2026-07-09T184559Z_780688a_R005179,Springer,10.1007/978-1-4842-9994-4_4,the chatgpt architecture an in depth exploration of openais conversational language model
D03459,2026-07-09T184559Z_780688a_R005408,2026-07-09T184559Z_780688a_R005179,Springer,10.1007/978-1-4842-9994-4_4,the chatgpt architecture an in depth exploration of openais conversational language model
D03460,2026-07-09T184559Z_780688a_R005182,2026-07-09T184559Z_780688a_R005182,Springer,10.1007/s11128-022-03616-4,target generating quantum error correction coding scheme based on generative confrontation network
D03460,2026-07-09T184559Z_780688a_R005467,2026-07-09T184559Z_780688a_R005182,Springer,10.1007/s11128-022-03616-4,target generating quantum error correction coding scheme based on generative confrontation network
D03461,2026-07-09T184559Z_780688a_R005183,2026-07-09T184559Z_780688a_R005183,Springer,10.1007/978-3-031-84732-5_6,generative modeling data centric learning from unlabeled graphs with diffusion model
D03462,2026-07-09T184559Z_780688a_R005184,2026-07-09T184559Z_780688a_R005184,Springer,10.1007/s11128-022-03719-y,a hybrid quantum classical generative adversarial networks algorithm based on inherited layerwise learning with circle connectivity circuit
D03462,2026-07-09T184559Z_780688a_R005472,2026-07-09T184559Z_780688a_R005184,Springer,10.1007/s11128-022-03719-y,a hybrid quantum classical generative adversarial networks algorithm based on inherited layerwise learning with circle connectivity circuit
D03462,2026-07-09T184559Z_780688a_R005645,2026-07-09T184559Z_780688a_R005184,Springer,10.1007/s11128-022-03719-y,a hybrid quantum classical generative adversarial networks algorithm based on inherited layerwise learning with circle connectivity circuit
D03463,2026-07-09T184559Z_780688a_R005186,2026-07-09T184559Z_780688a_R005186,Springer,10.1007/s10596-026-10406-9,generative data augmentation for metamorphic rock thin section classification based on one step diffusion model
D03464,2026-07-09T184559Z_780688a_R005188,2026-07-09T184559Z_780688a_R005188,Springer,10.1007/s11071-026-12268-3,isde diffusion model with hierarchical cross modal generative decoder a data augmentation method for fault diagnosis under imbalanced data
D03465,2026-07-09T184559Z_780688a_R005190,2026-07-09T184559Z_780688a_R005190,Springer,10.1007/s11128-025-04701-0,research on ghost imaging reconstruction by generative adversarial network and rayleigh fading channel
D03465,2026-07-09T184559Z_780688a_R005503,2026-07-09T184559Z_780688a_R005190,Springer,10.1007/s11128-025-04701-0,research on ghost imaging reconstruction by generative adversarial network and rayleigh fading channel
D03466,2026-07-09T184559Z_780688a_R005191,2026-07-09T184559Z_780688a_R005191,Springer,10.1007/s11128-026-05186-1,quantum generative adversarial networks a comprehensive survey of theories applications and challenges in the nisq era
D03466,2026-07-09T184559Z_780688a_R005507,2026-07-09T184559Z_780688a_R005191,Springer,10.1007/s11128-026-05186-1,quantum generative adversarial networks a comprehensive survey of theories applications and challenges in the nisq era
D03467,2026-07-09T184559Z_780688a_R005192,2026-07-09T184559Z_780688a_R005192,Springer,10.1007/s42484-026-00389-2,hybrid quantum classical generative adversarial networks with transfer learning
D03467,2026-07-09T184559Z_780688a_R005509,2026-07-09T184559Z_780688a_R005192,Springer,10.1007/s42484-026-00389-2,hybrid quantum classical generative adversarial networks with transfer learning
D03468,2026-07-09T184559Z_780688a_R005194,2026-07-09T184559Z_780688a_R005194,Springer,10.1007/s42484-025-00256-6,stochastic security as a performance metric for quantum enhanced generative ai
D03468,2026-07-09T184559Z_780688a_R005512,2026-07-09T184559Z_780688a_R005194,Springer,10.1007/s42484-025-00256-6,stochastic security as a performance metric for quantum enhanced generative ai
D03469,2026-07-09T184559Z_780688a_R005195,2026-07-09T184559Z_780688a_R005195,Springer,10.1007/978-3-031-87105-4_4,model implementation and optimization
D03469,2026-07-09T184559Z_780688a_R005456,2026-07-09T184559Z_780688a_R005195,Springer,10.1007/978-3-031-87105-4_4,model implementation and optimization
D03469,2026-07-09T184559Z_780688a_R005673,2026-07-09T184559Z_780688a_R005195,Springer,10.1007/978-3-031-87105-4_4,model implementation and optimization
D03470,2026-07-09T184559Z_780688a_R005198,2026-07-09T184559Z_780688a_R005198,Springer,10.1007/s42484-025-00329-6,generative reconstruction for irrecoverable erasure errors in quantum corrupted images
D03470,2026-07-09T184559Z_780688a_R005515,2026-07-09T184559Z_780688a_R005198,Springer,10.1007/s42484-025-00329-6,generative reconstruction for irrecoverable erasure errors in quantum corrupted images
D03471,2026-07-09T184559Z_780688a_R005199,2026-07-09T184559Z_780688a_R005199,Springer,10.1007/979-8-8688-1414-3_10,overview of model customization
D03472,2026-07-09T184559Z_780688a_R005201,2026-07-09T184559Z_780688a_R005201,Springer,10.1007/978-981-96-4948-8_15,quantum computing and generative adversarial networks gans navigating ethical and security challenges
D03472,2026-07-09T184559Z_780688a_R005524,2026-07-09T184559Z_780688a_R005201,Springer,10.1007/978-981-96-4948-8_15,quantum computing and generative adversarial networks gans navigating ethical and security challenges
D03473,2026-07-09T184559Z_780688a_R005202,2026-07-09T184559Z_780688a_R005202,Springer,10.1007/979-8-8688-1414-3_11,overview of model evaluation
D03474,2026-07-09T184559Z_780688a_R005203,2026-07-09T184559Z_780688a_R005203,Springer,10.1007/979-8-8688-2332-9_9,model compression and inference optimization
D03474,2026-07-09T184559Z_780688a_R005464,2026-07-09T184559Z_780688a_R005203,Springer,10.1007/979-8-8688-2332-9_9,model compression and inference optimization
D03475,2026-07-09T184559Z_780688a_R005204,2026-07-09T184559Z_780688a_R005204,Springer,10.1007/978-3-031-10989-8_47,recommendation via collaborative diffusion generative model
D03476,2026-07-09T184559Z_780688a_R005207,2026-07-09T184559Z_780688a_R005207,Springer,10.1007/978-3-031-91835-3_18,synthset generative diffusion model for semantic segmentation in precision agriculture
D03477,2026-07-09T184559Z_780688a_R005208,2026-07-09T184559Z_780688a_R005208,Springer,10.1007/978-3-031-93806-1_5,generative dataset distillation using min max diffusion model
D03478,2026-07-09T184559Z_780688a_R005211,2026-07-09T184559Z_780688a_R005211,Springer,10.1007/978-3-031-84724-0_1,introduction to generative ai
D03478,2026-07-09T184559Z_780688a_R005372,2026-07-09T184559Z_780688a_R005211,Springer,10.1007/978-3-031-84724-0_1,introduction to generative ai
D03479,2026-07-09T184559Z_780688a_R005212,2026-07-09T184559Z_780688a_R005212,Springer,10.1007/s00894-021-04674-8,generative chemistry drug discovery with deep learning generative models
D03479,2026-07-09T184559Z_780688a_R005482,2026-07-09T184559Z_780688a_R005212,Springer,10.1007/s00894-021-04674-8,generative chemistry drug discovery with deep learning generative models
D03480,2026-07-09T184559Z_780688a_R005213,2026-07-09T184559Z_780688a_R005213,Springer,10.1007/s42484-024-00195-8,integrating quantum ci and generative ai for taiwanese english co learning
D03480,2026-07-09T184559Z_780688a_R005549,2026-07-09T184559Z_780688a_R005213,Springer,10.1007/s42484-024-00195-8,integrating quantum ci and generative ai for taiwanese english co learning
D03481,2026-07-09T184559Z_780688a_R005214,2026-07-09T184559Z_780688a_R005214,Springer,10.1007/978-3-031-86551-0_19,generative ai with quantum computing for visualizing proteins in mixed reality
D03481,2026-07-09T184559Z_780688a_R005553,2026-07-09T184559Z_780688a_R005214,Springer,10.1007/978-3-031-86551-0_19,generative ai with quantum computing for visualizing proteins in mixed reality
D03482,2026-07-09T184559Z_780688a_R005217,2026-07-09T184559Z_780688a_R005217,Springer,10.1007/978-3-031-93806-1_7,generative dataset distillation based on diffusion model
D03483,2026-07-09T184559Z_780688a_R005218,2026-07-09T184559Z_780688a_R005218,Springer,10.1007/979-8-8688-0917-0_6,model training and inference optimization
D03484,2026-07-09T184559Z_780688a_R005220,2026-07-09T184559Z_780688a_R005220,Springer,10.1007/s10489-025-06240-8,dgmi a diffusion based generative adversarial framework for multivariate air quality imputation
D03485,2026-07-09T184559Z_780688a_R005221,2026-07-09T184559Z_780688a_R005221,Springer,10.1007/979-8-8688-1414-3_12,overview of best model selection and best practices
D03486,2026-07-09T184559Z_780688a_R005222,2026-07-09T184559Z_780688a_R005222,Springer,10.1007/978-981-96-7005-5_12,gtsd generative text steganography based on diffusion model
D03487,2026-07-09T184559Z_780688a_R005224,2026-07-09T184559Z_780688a_R005224,Springer,10.1007/978-981-95-2525-6_14,flow based generative model
D03488,2026-07-09T184559Z_780688a_R005225,2026-07-09T184559Z_780688a_R005225,Springer,10.1007/978-981-92-0369-7_22,retrieval augmented diffusion language model for generative commonsense reasoning
D03489,2026-07-09T184559Z_780688a_R005226,2026-07-09T184559Z_780688a_R005226,Springer,10.1007/978-3-031-72980-5_9,curved diffusion a generative model with optical geometry control
D03490,2026-07-09T184559Z_780688a_R005229,2026-07-09T184559Z_780688a_R005229,Springer,10.1007/978-3-032-05472-2_14,pathsegdiff pathology segmentation using diffusion model representations
D03490,2026-07-09T184559Z_780688a_R005520,2026-07-09T184559Z_780688a_R005229,Springer,10.1007/978-3-032-05472-2_14,pathsegdiff pathology segmentation using diffusion model representations
D03491,2026-07-09T184559Z_780688a_R005230,2026-07-09T184559Z_780688a_R005230,Springer,10.1007/978-3-031-53767-7_20,diffusion model based knee cartilage segmentation in mri
D03491,2026-07-09T184559Z_780688a_R005519,2026-07-09T184559Z_780688a_R005230,Springer,10.1007/978-3-031-53767-7_20,diffusion model based knee cartilage segmentation in mri
D03492,2026-07-09T184559Z_780688a_R005231,2026-07-09T184559Z_780688a_R005231,Springer,10.1007/s11277-021-08706-7,generative adversarial networks with quantum optimization model for mobile edge computing in iot big data
D03493,2026-07-09T184559Z_780688a_R005232,2026-07-09T184559Z_780688a_R005232,Springer,10.1007/s11042-025-20620-9,synthesis of batik motifs using a diffusion generative adversarial network
D03494,2026-07-09T184559Z_780688a_R005233,2026-07-09T184559Z_780688a_R005233,Springer,10.1007/s11416-025-00586-w,covertgan intelligent cryptography using cross domain adversarial generative diffusion
D03495,2026-07-09T184559Z_780688a_R005234,2026-07-09T184559Z_780688a_R005234,Springer,10.1007/s10489-024-06048-y,precipitation nowcasting with generative diffusion models
D03495,2026-07-09T184559Z_780688a_R005371,2026-07-09T184559Z_780688a_R005234,Springer,10.1007/s10489-024-06048-y,precipitation nowcasting with generative diffusion models
D03496,2026-07-09T184559Z_780688a_R005236,2026-07-09T184559Z_780688a_R005236,Springer,10.1007/978-3-031-53767-7_15,diffusion models for generative histopathology
D03496,2026-07-09T184559Z_780688a_R005368,2026-07-09T184559Z_780688a_R005236,Springer,10.1007/978-3-031-53767-7_15,diffusion models for generative histopathology
